_link,_link_release,id,title,description,status,date,value_amount,value_currency,contractPeriod_startDate,contractPeriod_endDate,datePublished
4415.awards.0,4415,d2526cda-3ffb-4653-b334-e75c1edff483,,See description of related tender,active,2021-10-01T00:00:00,409830.0,GBP,2022-05-11T00:00:00,2026-07-31T00:00:00,2022-05-09T15:30:44
4429.awards.0,4429,9822c9e8-adf1-47fb-8449-bd67f326ba0f,,See description of related tender,active,2022-05-09T00:00:00,269177.0,GBP,2022-05-09T00:00:00,2022-08-05T00:00:00,2022-05-09T15:42:36
4424.awards.0,4424,4e51df36-2995-4046-8fe4-910a6789a604,,See description of related tender,active,2020-03-31T00:00:00,55000.0,GBP,2020-04-01T00:00:00,2021-03-31T00:00:00,2022-05-09T15:39:09
4421.awards.0,4421,6d4a1f4d-47f0-4201-b482-934d84c3057d,,See description of related tender,active,2022-05-03T00:00:00,4120.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-09T15:37:27
4433.awards.0,4433,98a4f19a-8fe0-429a-9c82-bc9ed7e7f671,,See description of related tender,active,2024-05-05T00:00:00,6000.0,GBP,2022-05-05T00:00:00,2024-05-04T00:00:00,2022-05-09T15:45:08
4432.awards.0,4432,aa4a3f6e-612c-481b-9fbf-c8ef245ab3ac,,See description of related tender,active,2022-03-29T00:00:00,60000.0,GBP,2022-03-30T00:00:00,2022-06-29T00:00:00,2022-05-09T15:44:40
4432.awards.1,4432,700d06dd-b0a5-45c9-8599-c3a55533afae,,See description of related tender,active,2022-03-31T00:00:00,60000.0,GBP,2022-04-21T00:00:00,2022-10-20T00:00:00,2022-05-09T15:44:40
4424.awards.1,4424,a1f534a1-2a7e-4ef7-b7db-baed026030c6,,See description of related tender,active,2021-02-22T00:00:00,53850.0,GBP,2021-04-01T00:00:00,2022-03-31T00:00:00,2022-05-09T15:39:09
4424.awards.2,4424,b2b1693a-0836-49fb-b515-987d43ac3c9f,,See description of related tender,active,2022-03-30T00:00:00,64584.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-09T15:39:09
4436.awards.0,4436,eb902c4d-bc63-4dab-9125-f496844d7530,,See description of related tender,active,2022-03-21T00:00:00,315800.0,GBP,2022-04-25T00:00:00,2022-08-29T00:00:00,2022-05-09T15:50:03
4434.awards.0,4434,78e1b588-1c50-409e-9e63-2461568d8131,,See description of related tender,active,2022-04-25T00:00:00,20000.0,GBP,2022-04-25T00:00:00,2024-05-02T00:00:00,2022-05-09T15:46:02
4428.awards.0,4428,7dfe274b-869b-4fcd-95ba-babfbdb95bab,,See description of related tender,active,2021-09-30T00:00:00,313597.19,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-05-09T15:42:22
4437.awards.0,4437,b0a91c78-9d2a-4804-a23d-897c053d1876,,See description of related tender,active,2022-05-03T00:00:00,2800.0,GBP,2022-06-01T00:00:00,2022-08-31T00:00:00,2022-05-09T15:51:55
4435.awards.0,4435,9a90b475-1a8a-4d23-bf0b-8532d69aba3d,,See description of related tender,active,2022-05-05T00:00:00,7000.0,GBP,2022-05-05T00:00:00,2024-05-04T00:00:00,2022-05-09T15:49:22
4441.awards.0,4441,328806cd-8c77-483e-84e3-920c7e80ec2b,,See description of related tender,active,2022-05-03T00:00:00,11420.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-09T15:58:13
4442.awards.0,4442,0ce18718-5f6a-4426-8d3d-db656de9cc79,,See description of related tender,active,2022-05-04T00:00:00,6750.0,GBP,2022-08-01T00:00:00,2024-01-31T00:00:00,2022-05-09T15:58:34
4440.awards.0,4440,49aa7e90-1181-42a5-907f-8d0de4048b60,,See description of related tender,active,2021-09-30T00:00:00,74142.0,GBP,2021-09-30T00:00:00,2021-10-01T00:00:00,2022-05-09T15:55:12
4446.awards.0,4446,637f7474-b84d-43b8-a878-e618bd1dde67,,See description of related tender,active,2022-03-30T00:00:00,112950.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-09T16:14:02
4448.awards.0,4448,c9214cf7-ad75-4821-8adc-1d3afcfc05e5,,See description of related tender,active,2021-10-05T00:00:00,58414.73,GBP,2021-06-01T00:00:00,2022-04-30T00:00:00,2022-05-09T16:20:20
4445.awards.0,4445,849a1ba2-8132-429f-8289-d954d2e272d4,,See description of related tender,active,2021-09-30T00:00:00,25000.0,GBP,2021-09-30T00:00:00,2021-10-01T00:00:00,2022-05-09T16:12:24
4443.awards.0,4443,10da3c65-43e1-4c18-ab1b-e00eb5f2faa4,,See description of related tender,active,2022-03-31T00:00:00,26796.43,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-09T16:08:52
4451.awards.0,4451,8b64e5f0-eb7a-4ab5-9ded-655b290b91c6,,See description of related tender,active,2022-05-05T00:00:00,358357.0,GBP,2022-05-06T00:00:00,2022-09-30T00:00:00,2022-05-09T16:24:21
4444.awards.0,4444,cde71c90-4090-4bdc-9f61-a1449cfd7e30,,See description of related tender,active,2022-05-09T00:00:00,316362.0,GBP,2022-05-16T00:00:00,2022-12-31T00:00:00,2022-05-09T16:09:16
4452.awards.0,4452,185a45bb-cf8f-427c-bd42-1e11f5caaf39,,See description of related tender,active,2022-05-03T00:00:00,3650.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-09T16:24:26
4461.awards.0,4461,41cae4da-723e-46bb-8d17-f64be069eb63,,See description of related tender,active,2022-03-29T00:00:00,337955.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-09T16:40:09
4457.awards.0,4457,cfd4dc91-aa7f-41af-b784-54ecee73d0af,,See description of related tender,active,2022-04-13T00:00:00,301297.24,GBP,2022-07-11T00:00:00,2024-07-10T00:00:00,2022-05-09T16:36:56
4466.awards.0,4466,8cc124d9-d4bb-4258-9322-d8609aeba3b2,,See description of related tender,active,2022-05-05T00:00:00,308000.0,GBP,2022-05-05T00:00:00,2024-05-05T00:00:00,2022-05-09T16:51:48
4453.awards.0,4453,3fcb8b10-f90e-42fb-b8e1-4f6f27e36f87,,See description of related tender,active,2021-10-01T00:00:00,49000.0,GBP,2021-10-01T00:00:00,2021-10-02T00:00:00,2022-05-09T16:29:08
4462.awards.0,4462,c2d3dce7-b427-4afe-bc39-94b5cdb732a0,,See description of related tender,active,2022-04-07T00:00:00,8000000.0,GBP,2021-12-07T00:00:00,2023-12-06T00:00:00,2022-05-09T16:40:28
4464.awards.0,4464,9e9c9761-54cf-4909-9b78-3863add218fb,,See description of related tender,active,2021-10-25T00:00:00,23788.68,GBP,2021-10-25T00:00:00,2021-10-26T00:00:00,2022-05-09T16:48:52
4467.awards.0,4467,772cf8e8-8805-41ba-8a2f-872b936dc8b1,,See description of related tender,active,2022-04-14T00:00:00,15750.0,GBP,2022-04-14T00:00:00,2025-04-14T00:00:00,2022-05-09T16:57:03
4474.awards.0,4474,e9228622-81e6-4094-8025-c6beeb1af6a8,,See description of related tender,active,2021-11-18T00:00:00,22841.99,GBP,2021-11-18T00:00:00,2021-11-19T00:00:00,2022-05-09T17:23:42
4468.awards.0,4468,20afbd34-7aff-4157-a581-a01ec2c30d0d,,See description of related tender,active,2021-11-26T00:00:00,34750.0,GBP,2021-10-31T00:00:00,2022-10-30T00:00:00,2022-05-09T16:59:47
4469.awards.0,4469,23cbc9b0-37ac-408a-ad07-d12b46294c6b,,See description of related tender,active,2022-05-09T00:00:00,,GBP,2022-02-01T00:00:00,2025-01-31T00:00:00,2022-05-09T17:00:30
4478.awards.0,4478,ea37c433-bd95-4b1b-aaee-fe6a0cf409c7,,See description of related tender,active,2022-01-21T00:00:00,175000.0,GBP,2022-02-04T00:00:00,2024-02-01T00:00:00,2022-05-09T17:30:03
4472.awards.0,4472,df4da180-bec3-4155-a51a-fcf46f304b3c,,See description of related tender,active,2021-11-19T00:00:00,36974.71,GBP,2021-11-18T00:00:00,2021-11-19T00:00:00,2022-05-09T17:18:50
4476.awards.0,4476,4f098f1f-de3b-4aac-bc40-26d533140e18,,See description of related tender,active,2022-03-14T00:00:00,335898.0,GBP,2022-03-14T00:00:00,2022-09-13T00:00:00,2022-05-09T17:26:37
4479.awards.0,4479,f7b8945e-3b90-4d36-9108-6ad26fbc3253,,See description of related tender,active,2021-11-16T00:00:00,72998.88,GBP,2021-11-01T00:00:00,2022-01-31T00:00:00,2022-05-09T17:34:25
4477.awards.0,4477,26fd1f76-1bdb-4fc7-963f-0aaa4f0ae239,,See description of related tender,active,2021-11-17T00:00:00,22659.27,GBP,2021-11-16T00:00:00,2021-11-17T00:00:00,2022-05-09T17:28:38
4484.awards.0,4484,14471a76-40bd-4c0d-abac-b0cfc7525245,,See description of related tender,active,2022-05-06T00:00:00,660000.0,GBP,2022-05-28T00:00:00,2025-05-27T00:00:00,2022-05-09T17:45:05
4482.awards.0,4482,1956d0a7-923d-4ed7-8d43-19af1dbf90da,,See description of related tender,active,2022-02-18T00:00:00,2200000.0,GBP,2022-04-11T00:00:00,2030-04-10T00:00:00,2022-05-09T17:40:09
4480.awards.0,4480,f7090cbe-0199-4e23-943e-515b1c6c3562,,See description of related tender,active,2022-03-22T00:00:00,140000.0,GBP,2022-05-09T00:00:00,2025-05-08T00:00:00,2022-05-09T17:40:03
4486.awards.0,4486,bba0b037-e0c3-4eae-b6dd-b30b2765bf6a,,See description of related tender,active,2021-05-26T00:00:00,45000000.0,GBP,2021-06-01T00:00:00,2025-05-31T00:00:00,2022-05-09T17:45:08
4481.awards.0,4481,c7a11c07-0ee4-4a0f-86ce-716e5d49af60,,See description of related tender,active,2022-03-29T00:00:00,60000.0,GBP,2022-05-09T00:00:00,2030-05-08T00:00:00,2022-05-09T17:40:06
4483.awards.0,4483,52b21712-ee1c-49ce-9d7a-eaa0dcf18163,,See description of related tender,active,2022-03-09T00:00:00,938665.91,GBP,2022-03-30T00:00:00,2025-07-29T00:00:00,2022-05-09T17:44:09
4493.awards.0,4493,fd20cd74-7eba-4f7f-ac3a-0f02368580d0,,See description of related tender,active,2022-05-08T00:00:00,119974.17,GBP,2022-05-13T00:00:00,2022-07-31T00:00:00,2022-05-09T17:50:03
4492.awards.0,4492,8b021651-aa98-4976-8971-ac1874ff3596,,See description of related tender,active,2022-05-06T00:00:00,22583.0,GBP,2022-05-16T00:00:00,2022-06-10T00:00:00,2022-05-09T17:47:44
4498.awards.0,4498,7d0722e4-42e8-4b79-b8fb-3534f60c20b4,,See description of related tender,active,2022-05-06T00:00:00,350000.0,GBP,2022-08-01T00:00:00,2024-07-31T00:00:00,2022-05-09T18:26:53
4494.awards.0,4494,d990cbd8-b6d8-4083-bb92-39ac049c96a6,,See description of related tender,active,2022-02-03T00:00:00,125000.0,GBP,2022-02-21T00:00:00,2025-02-20T00:00:00,2022-05-09T17:50:06
4503.awards.0,4503,0e6cef62-756b-4f63-a5d0-a31ac353deca,,See description of related tender,active,2022-05-03T00:00:00,4600.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-10T07:41:28
4508.awards.0,4508,2b230a82-4582-4207-a82e-70f1b3e07f08,,See description of related tender,active,2022-01-25T00:00:00,147000.0,GBP,2022-02-01T00:00:00,2022-04-30T00:00:00,2022-05-10T08:10:19
4506.awards.0,4506,540f104a-058c-4e2a-8389-62285080f980,,See description of related tender,active,2022-05-09T00:00:00,1200000.0,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-10T08:07:39
4508.awards.1,4508,c1afd712-3aa2-4abe-ba6b-5c9139f5a558,,See description of related tender,active,2022-01-25T00:00:00,147000.0,GBP,2022-06-06T00:00:00,2022-09-09T00:00:00,2022-05-10T08:10:19
4516.awards.0,4516,633113e2-dd96-4086-bdee-5dd480be4745,,See description of related tender,active,2022-02-10T00:00:00,120000.0,GBP,2022-04-21T00:00:00,2025-03-31T00:00:00,2022-05-10T09:02:05
4515.awards.0,4515,7671ffe3-2261-426b-8100-c9c4659f615a,,See description of related tender,active,2022-04-28T00:00:00,27000.0,GBP,2022-04-19T00:00:00,2024-04-18T00:00:00,2022-04-28T11:37:26
4509.awards.0,4509,b69c4477-a1bb-44d3-80ed-245e1261ee50,,See description of related tender,active,2022-03-24T00:00:00,85000.0,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-05-10T08:10:30
4517.awards.0,4517,ca4007e4-0225-405d-ad48-5700a2c2df9a,,See description of related tender,active,2022-05-10T00:00:00,300000.0,GBP,2021-12-01T00:00:00,2022-06-10T00:00:00,2022-01-10T17:02:59
4519.awards.0,4519,38b41c78-6dcc-4e34-9093-807e333ed555,,See description of related tender,active,2022-05-03T00:00:00,32600.0,GBP,2022-05-03T00:00:00,2022-08-02T00:00:00,2022-05-10T09:14:16
4529.awards.0,4529,ac1c66e6-88c4-4057-a0d9-781bf4016ea3,,See description of related tender,active,2022-03-25T00:00:00,15751.06,GBP,2022-06-06T00:00:00,2022-07-01T00:00:00,2022-05-10T09:50:04
4522.awards.0,4522,2654ec40-2fda-4ec7-99a3-18f39a053138,,See description of related tender,active,2022-05-03T00:00:00,140469.0,GBP,2022-05-03T00:00:00,2022-08-15T00:00:00,2022-05-10T09:30:33
4521.awards.0,4521,bbaa08c0-45cc-4b3d-b956-354688ceefab,,See description of related tender,active,2022-05-01T00:00:00,25500.0,GBP,2022-06-20T00:00:00,2024-06-19T00:00:00,2022-05-10T09:26:43
4530.awards.0,4530,726d2636-b0d5-4367-b898-41555e58a599,,See description of related tender,active,2022-03-16T00:00:00,51000.0,GBP,2022-04-01T00:00:00,2026-03-31T00:00:00,2022-05-10T09:51:26
4526.awards.0,4526,af719497-fcac-43bc-a8f7-f584fbf7d5ce,,See description of related tender,active,2022-05-03T00:00:00,300000.0,GBP,2022-05-10T00:00:00,2025-05-09T00:00:00,2022-05-10T09:40:32
4528.awards.0,4528,2e270dc3-cfdb-4e91-941c-2c99ecbd5dae,,See description of related tender,active,2022-05-03T00:00:00,3175.0,GBP,2022-06-01T00:00:00,2023-02-28T00:00:00,2022-05-10T09:49:23
4533.awards.0,4533,025ab77c-82f4-457e-9d33-da396a37b02c,,See description of related tender,active,2022-05-04T00:00:00,5414.5,GBP,2022-06-01T00:00:00,2023-08-31T00:00:00,2022-05-10T09:59:43
4531.awards.0,4531,9beffaf2-8d85-4990-9227-19ea135c6c82,,See description of related tender,active,2022-05-04T00:00:00,22980.0,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-10T09:54:58
4532.awards.0,4532,421af36d-7dfc-4258-85cc-c67f3972496c,,See description of related tender,active,2022-04-06T00:00:00,72000.0,GBP,2022-04-08T00:00:00,2025-12-01T00:00:00,2022-05-10T09:55:15
4527.awards.0,4527,027d184c-2af5-48e3-b93b-b4ddf6a2fedb,,See description of related tender,active,2022-05-10T00:00:00,58092.0,GBP,2022-05-01T00:00:00,2023-04-30T00:00:00,2022-05-10T09:47:03
4536.awards.0,4536,15b98d2a-f030-46f8-a6e6-ae181d48fb80,,See description of related tender,active,2022-05-05T00:00:00,34375.0,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-10T10:09:17
4537.awards.0,4537,3fd70f03-c55d-45a6-9988-d94b842d8891,,See description of related tender,active,2022-03-01T00:00:00,27947.4,GBP,2022-05-02T00:00:00,2022-07-31T00:00:00,2022-05-10T10:10:50
4538.awards.0,4538,e465a569-e343-414f-a405-c02021259be9,,See description of related tender,active,2022-05-04T00:00:00,39930.0,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-10T10:13:48
4541.awards.0,4541,6229767b-0b92-4ceb-86bc-9e9c4c46b505,,See description of related tender,active,2022-01-04T00:00:00,102000.0,GBP,2022-01-04T00:00:00,2027-01-03T00:00:00,2022-05-10T10:16:26
4535.awards.0,4535,a894ec02-ec1e-467a-b5c9-8e89d2f2aefe,,See description of related tender,active,2022-04-25T00:00:00,73215.07,GBP,2022-05-30T00:00:00,2022-08-19T00:00:00,2022-05-10T10:08:22
4546.awards.0,4546,10c97111-b57c-4a63-8ac3-bde45ac05a6a,,See description of related tender,active,2022-05-03T00:00:00,95438.0,GBP,2022-05-03T00:00:00,2023-03-31T00:00:00,2022-05-10T10:29:50
4550.awards.0,4550,8f98a495-d5ea-4ac3-9ae4-7ec3ad6558a5,,See description of related tender,active,2022-05-09T00:00:00,27868.75,GBP,2022-05-10T00:00:00,2022-09-30T00:00:00,2022-05-10T10:53:42
4543.awards.0,4543,8a52cbd8-ba57-48ea-a949-62589d09f2c3,,See description of related tender,active,2022-03-22T00:00:00,14000.0,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-05-10T10:20:24
4548.awards.0,4548,c43e012d-13bd-466a-808d-0dab57b5d3e8,,See description of related tender,active,2022-02-18T00:00:00,512362.92,GBP,2022-04-08T00:00:00,2022-08-31T00:00:00,2022-05-10T10:47:10
4553.awards.0,4553,10bbca4a-365d-427f-8c4d-4bd802af24d2,,See description of related tender,active,2022-04-06T00:00:00,67132.0,GBP,2022-04-29T00:00:00,2023-04-28T00:00:00,2022-05-10T10:59:50
4556.awards.0,4556,f0db34c7-15a9-4304-80e8-15e22cc6da47,,See description of related tender,active,2022-01-28T00:00:00,109900.0,GBP,2022-01-31T00:00:00,2023-04-30T00:00:00,2022-05-10T11:10:10
4555.awards.0,4555,8a70bcd3-5b02-40c9-99e8-796ed9fe6d03,,See description of related tender,active,2022-03-31T00:00:00,87300.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T11:10:07
4551.awards.0,4551,b9750346-c35f-4977-aa93-63e4ab5d7b1d,,See description of related tender,active,2022-04-20T00:00:00,45000.0,GBP,2022-04-20T00:00:00,2022-09-30T00:00:00,2022-05-10T10:54:49
4557.awards.0,4557,21a74e5b-123b-4447-9254-99ba5814a5c2,,See description of related tender,active,2022-03-31T00:00:00,748500.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T11:10:14
4560.awards.0,4560,ea3f722c-fa8d-4fe8-93f2-c89ca1142482,,See description of related tender,active,2022-03-31T00:00:00,20420.0,GBP,2022-03-31T00:00:00,2023-03-31T00:00:00,2022-05-10T11:15:06
4552.awards.0,4552,9f8283e2-d541-4c89-8a0c-1d88905cdef4,,See description of related tender,active,2022-05-05T00:00:00,24650.0,GBP,2022-05-23T00:00:00,2022-08-23T00:00:00,2022-05-10T10:58:01
4559.awards.0,4559,010ada41-2181-4bc9-908a-3e148c05a0e4,,See description of related tender,active,2022-04-01T00:00:00,120000.0,GBP,2022-04-21T00:00:00,2023-03-31T00:00:00,2022-05-10T11:12:32
4563.awards.0,4563,e251f378-0be0-4589-ad82-74fd086c553e,,See description of related tender,active,2022-01-07T00:00:00,298100.0,GBP,2022-01-10T00:00:00,2022-09-30T00:00:00,2022-05-10T11:20:03
4561.awards.0,4561,7a135075-926b-4cdd-97db-221110f73168,,See description of related tender,active,2022-05-10T00:00:00,17784.0,GBP,2022-05-16T00:00:00,2023-05-15T00:00:00,2022-05-10T11:16:09
4554.awards.0,4554,1840bd85-b988-456a-90cf-d487d96226e1,,See description of related tender,active,2022-04-25T00:00:00,616560.0,GBP,2022-06-01T00:00:00,2027-03-31T00:00:00,2022-05-10T11:10:03
4564.awards.0,4564,942773be-2b1f-4074-978f-e26c4f964f51,,See description of related tender,active,2022-03-18T00:00:00,2340000.0,GBP,2022-03-21T00:00:00,2025-03-20T00:00:00,2022-05-10T11:20:07
4567.awards.0,4567,ead3dbef-b805-4c1f-a2c4-76701d54f3e9,,See description of related tender,active,2022-03-31T00:00:00,174000.0,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-05-10T11:20:17
4569.awards.0,4569,ca25a35a-cc9d-476a-bdbc-e65de525b74f,,See description of related tender,active,2021-12-01T00:00:00,45225.87,GBP,2022-01-01T00:00:00,2022-06-30T00:00:00,2021-12-02T14:21:45
4568.awards.0,4568,ba5fa769-a8e2-4bff-83f7-db77841a1bb7,,See description of related tender,active,2022-02-28T00:00:00,40000.0,GBP,2022-03-01T00:00:00,2026-02-28T00:00:00,2022-05-10T11:20:37
4565.awards.0,4565,3e158d04-725d-496d-83db-019389a7a826,,See description of related tender,active,2022-03-21T00:00:00,49840.0,GBP,2022-03-29T00:00:00,2022-10-31T00:00:00,2022-05-10T11:20:10
4574.awards.0,4574,81369420-4156-4ae3-ad23-31ca4ddffb48,,See description of related tender,active,2022-05-04T00:00:00,20069.0,GBP,2022-05-04T00:00:00,2022-08-12T00:00:00,2022-05-10T11:26:31
4566.awards.0,4566,c2053529-4745-44f9-a3b9-4e96a353c176,,See description of related tender,active,2022-03-31T00:00:00,174000.0,GBP,2022-04-01T00:00:00,2022-09-30T00:00:00,2022-05-10T11:20:14
4575.awards.0,4575,984083d6-b655-471c-b973-cfae3928e672,,See description of related tender,active,2022-05-05T00:00:00,65195.0,GBP,2022-05-05T00:00:00,2022-08-04T00:00:00,2022-05-10T11:27:34
4572.awards.0,4572,7bad0f4c-80c0-4f98-a9c7-2a3148a974ef,,See description of related tender,active,2022-04-13T00:00:00,10890.88,GBP,2022-04-13T00:00:00,2022-04-17T00:00:00,2022-05-10T11:24:27
4580.awards.0,4580,4dc16c01-3ef8-4af6-82b5-675721d156ba,,See description of related tender,active,2022-04-01T00:00:00,15674322.0,GBP,2022-04-04T00:00:00,2025-04-03T00:00:00,2022-05-10T11:37:57
4578.awards.0,4578,549a955a-aece-46de-9444-4752a41f89b4,,See description of related tender,active,2022-03-15T00:00:00,26250.0,GBP,2022-05-31T00:00:00,2022-08-31T00:00:00,2022-05-10T11:33:58
4576.awards.0,4576,76219f87-7508-4176-9c86-bd74558af2ff,,See description of related tender,active,2022-05-10T00:00:00,10935.58,GBP,2022-05-13T00:00:00,2022-05-31T00:00:00,2022-05-10T11:27:59
4584.awards.0,4584,4d457cf1-dc18-4e55-8577-132f94481dd5,,See description of related tender,active,2017-09-29T00:00:00,180000.0,GBP,2017-10-01T00:00:00,2022-09-30T00:00:00,2019-09-25T08:52:07
4577.awards.0,4577,6918f682-6de2-40d7-914d-537971041c60,,See description of related tender,active,2022-05-10T00:00:00,19552.0,GBP,2022-07-01T00:00:00,2022-07-31T00:00:00,2022-05-10T11:28:36
4581.awards.0,4581,1bce3e56-378d-4c31-8f90-efbdcbd8bf4a,,See description of related tender,active,2022-03-30T00:00:00,500000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T11:42:18
4582.awards.0,4582,40b466c1-ba62-48fb-95b6-81fd04ecc90a,,See description of related tender,active,2022-05-09T00:00:00,100000.0,GBP,2022-05-10T00:00:00,2022-12-10T00:00:00,2022-05-10T11:43:09
4589.awards.0,4589,62753bac-95a8-4d18-b6c6-bc6eb43cba40,,See description of related tender,active,2022-03-09T00:00:00,76038.96,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T11:50:35
4590.awards.0,4590,41d53753-3fdb-4942-887f-3bed2e41a7c0,,See description of related tender,active,2022-03-31T00:00:00,1200000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T11:52:02
4587.awards.0,4587,f8bd7dc1-b950-460d-af2b-0a50d75eade4,,See description of related tender,active,2021-12-08T00:00:00,45166.58,GBP,2021-12-08T00:00:00,2022-03-31T00:00:00,2022-05-10T11:49:56
4588.awards.0,4588,094b2fe3-fb9f-4bc9-919e-61cd94e3629f,,See description of related tender,active,2022-04-06T00:00:00,1007182.41,GBP,2022-04-15T00:00:00,2022-10-01T00:00:00,2022-05-10T11:50:03
4594.awards.0,4594,96215ef4-cd88-4268-9c1a-56b48cf963e3,,See description of related tender,active,2022-03-31T00:00:00,1476540.8,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T11:58:52
4593.awards.0,4593,8c6cf8c0-7d64-4775-ae73-27c2ad25cab7,,See description of related tender,active,2022-04-21T00:00:00,2584376.19,GBP,2022-04-22T00:00:00,2027-04-21T00:00:00,2022-05-10T11:56:55
